Suburb,Type,Price,Postcode,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,zipcode,airbnb_record_count,airbnb_price_mean
Hawthorn,h,,3122.0,740.0,5.0,,Boroondara,-37.8298,145.0355,3122.0,167.0,96.89820359281437
Hawthorn,u,487500.0,3122.0,0.0,,,Boroondara,-37.814,145.02100000000004,3122.0,167.0,96.89820359281437
Hawthorn,u,630000.0,3122.0,0.0,75.0,1970.0,Boroondara,-37.8153,145.02100000000004,3122.0,167.0,96.89820359281437
Hawthorn,h,1560000.0,3122.0,198.0,148.0,1910.0,Boroondara,-37.8169,145.0234,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,460.0,,,Boroondara,-37.8173,145.0248,3122.0,167.0,96.89820359281437
Hawthorn,u,840000.0,3122.0,0.0,88.0,2014.0,Boroondara,-37.8268,145.0344,3122.0,167.0,96.89820359281437
Hawthorn,h,1780000.0,3122.0,88.0,178.0,2011.0,Boroondara,-37.824,145.0427,3122.0,167.0,96.89820359281437
Hawthorn,u,605000.0,3122.0,0.0,,,Boroondara,-37.8268,145.0257,3122.0,167.0,96.89820359281437
Hawthorn,u,535000.0,3122.0,1228.0,,1970.0,Boroondara,-37.8185,145.0236,3122.0,167.0,96.89820359281437
Hawthorn,u,815000.0,3122.0,0.0,93.0,1940.0,Boroondara,-37.8184,145.0163,3122.0,167.0,96.89820359281437
Hawthorn,u,1975000.0,3122.0,0.0,196.0,2010.0,Boroondara,-37.8235,145.029,3122.0,167.0,96.89820359281437
Hawthorn,u,445000.0,3122.0,0.0,,1960.0,Boroondara,-37.8249,145.026,3122.0,167.0,96.89820359281437
Hawthorn,u,663000.0,3122.0,0.0,,,Boroondara,-37.8166,145.0163,3122.0,167.0,96.89820359281437
Hawthorn,u,657500.0,3122.0,728.0,73.0,1965.0,Boroondara,-37.8177,145.0424,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,905.0,,1913.0,Boroondara,-37.8168,145.0321,3122.0,167.0,96.89820359281437
Hawthorn,u,445000.0,3122.0,0.0,52.0,1970.0,Boroondara,-37.8261,145.0269,3122.0,167.0,96.89820359281437
Hawthorn,u,750000.0,3122.0,747.0,,2007.0,Boroondara,-37.8287,145.035,3122.0,167.0,96.89820359281437
Hawthorn,h,1180000.0,3122.0,218.0,92.0,1900.0,Boroondara,-37.8176,145.0204,3122.0,167.0,96.89820359281437
Hawthorn,u,470000.0,3122.0,0.0,70.0,1970.0,Boroondara,-37.813,145.0207,3122.0,167.0,96.89820359281437
Hawthorn,u,485000.0,3122.0,0.0,76.0,2005.0,Boroondara,-37.8226,145.0368,3122.0,167.0,96.89820359281437
Hawthorn,u,290000.0,3122.0,,,,Boroondara,-37.8308,145.034,3122.0,167.0,96.89820359281437
Hawthorn,h,1800000.0,3122.0,601.0,158.0,1940.0,Boroondara,-37.839,145.0418,3122.0,167.0,96.89820359281437
Hawthorn,u,805000.0,3122.0,0.0,,1970.0,Boroondara,-37.8235,145.0294,3122.0,167.0,96.89820359281437
Hawthorn,h,1855000.0,3122.0,304.0,125.0,1900.0,Boroondara,-37.8253,145.0287,3122.0,167.0,96.89820359281437
Hawthorn,h,1377000.0,3122.0,314.0,,1890.0,Boroondara,-37.8202,145.0404,3122.0,167.0,96.89820359281437
Hawthorn,u,665000.0,3122.0,0.0,70.0,1965.0,Boroondara,-37.8183,145.0194,3122.0,167.0,96.89820359281437
Hawthorn,u,751000.0,3122.0,711.0,,,Boroondara,-37.8144,145.0328,3122.0,167.0,96.89820359281437
Hawthorn,h,1551000.0,3122.0,199.0,103.0,1890.0,Boroondara,-37.8172,145.0243,3122.0,167.0,96.89820359281437
Hawthorn,u,415000.0,3122.0,0.0,,,Boroondara,-37.8192,145.0221,3122.0,167.0,96.89820359281437
Hawthorn,u,743000.0,3122.0,0.0,,,Boroondara,-37.8249,145.0405,3122.0,167.0,96.89820359281437
Hawthorn,h,1535000.0,3122.0,243.0,,,Boroondara,-37.8198,145.0245,3122.0,167.0,96.89820359281437
Hawthorn,u,612500.0,3122.0,859.0,71.0,1960.0,Boroondara,-37.8183,145.0423,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,249.0,171.0,1890.0,Boroondara,-37.8169,145.02100000000004,3122.0,167.0,96.89820359281437
Hawthorn,u,690000.0,3122.0,82.0,,,Boroondara,-37.81800000000001,145.0268,3122.0,167.0,96.89820359281437
Hawthorn,u,695000.0,3122.0,,,,Boroondara,-37.8305,145.0341,3122.0,167.0,96.89820359281437
Hawthorn,u,715000.0,3122.0,0.0,82.0,2001.0,Boroondara,-37.8142,145.0308,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,472.0,,,Boroondara,-37.8171,145.0252,3122.0,167.0,96.89820359281437
Hawthorn,h,1980000.0,3122.0,151.0,,,Boroondara,-37.8219,145.0241,3122.0,167.0,96.89820359281437
Hawthorn,t,1055000.0,3122.0,191.0,151.0,1975.0,Boroondara,-37.813,145.0167,3122.0,167.0,96.89820359281437
Hawthorn,h,1976000.0,3122.0,410.0,,1890.0,Boroondara,-37.8246,145.026,3122.0,167.0,96.89820359281437
Hawthorn,u,382000.0,3122.0,0.0,,,Boroondara,-37.8339,145.0335,3122.0,167.0,96.89820359281437
Hawthorn,u,499000.0,3122.0,0.0,56.0,1960.0,Boroondara,-37.8158,145.0342,3122.0,167.0,96.89820359281437
Hawthorn,u,495000.0,3122.0,0.0,85.0,1970.0,Boroondara,-37.8157,145.0273,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,827.0,,1920.0,Boroondara,-37.8144,145.0279,3122.0,167.0,96.89820359281437
Hawthorn,h,1400000.0,3122.0,164.0,126.0,1890.0,Boroondara,-37.8159,145.0219,3122.0,167.0,96.89820359281437
Hawthorn,u,370000.0,3122.0,0.0,44.0,2014.0,Boroondara,-37.8222,145.0329,3122.0,167.0,96.89820359281437
Hawthorn,u,627500.0,3122.0,0.0,89.0,2000.0,Boroondara,-37.8213,145.0224,3122.0,167.0,96.89820359281437
Hawthorn,u,710000.0,3122.0,0.0,,,Boroondara,-37.8264,145.02700000000004,3122.0,167.0,96.89820359281437
Hawthorn,u,485000.0,3122.0,0.0,,,Boroondara,-37.8264,145.02700000000004,3122.0,167.0,96.89820359281437
Hawthorn,u,310000.0,3122.0,0.0,,,Boroondara,-37.8216,145.0343,3122.0,167.0,96.89820359281437
Hawthorn,h,,3122.0,677.0,,,Boroondara,-37.8224,145.0243,3122.0,167.0,96.89820359281437
Hawthorn,u,450000.0,3122.0,0.0,,1970.0,Boroondara,-37.8186,145.0423,3122.0,167.0,96.89820359281437
Hawthorn,h,2160000.0,3122.0,387.0,,1910.0,Boroondara,-37.82,145.0421,3122.0,167.0,96.89820359281437
Heidelberg Heights,h,815000.0,3081.0,589.0,120.0,1930.0,Banyule,-37.7501,145.0505,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,720000.0,3081.0,505.0,,,Banyule,-37.7375,145.0555,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1370000.0,3081.0,481.0,,,Banyule,-37.746,145.0511,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,757000.0,3081.0,275.0,,,Banyule,-37.7494,145.0538,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,740600.0,3081.0,337.0,,,Banyule,-37.7375,145.0586,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,580000.0,3081.0,577.0,,,Banyule,-37.7428,145.0532,3081.0,36.0,66.83333333333333
Heidelberg Heights,t,565000.0,3081.0,201.0,107.0,2007.0,Banyule,-37.7426,145.0556,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1587500.0,3081.0,599.0,,2013.0,Banyule,-37.7521,145.0505,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,758500.0,3081.0,510.0,,,Banyule,-37.7427,145.0547,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,994000.0,3081.0,807.0,192.0,1950.0,Banyule,-37.7453,145.0559,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,725000.0,3081.0,665.0,,,Banyule,-37.7505,145.0477,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,725000.0,3081.0,577.0,,1955.0,Banyule,-37.7368,145.0524,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,743000.0,3081.0,673.0,,1950.0,Banyule,-37.7428,145.0494,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,785000.0,3081.0,592.0,130.0,1950.0,Banyule,-37.7477,145.0481,3081.0,36.0,66.83333333333333
Heidelberg Heights,t,620000.0,3081.0,215.0,118.0,2005.0,Banyule,-37.7424,145.0519,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,700000.0,3081.0,608.0,,,Banyule,-37.7376,145.0488,3081.0,36.0,66.83333333333333
Heidelberg Heights,t,706750.0,3081.0,250.0,125.0,2012.0,Banyule,-37.7449,145.0523,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,584000.0,3081.0,428.0,84.0,1950.0,Banyule,-37.7418,145.0513,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,909000.0,3081.0,585.0,134.0,1960.0,Banyule,-37.7358,145.0546,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1086000.0,3081.0,724.0,161.0,1960.0,Banyule,-37.7404,145.0582,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,680000.0,3081.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,3081.0,36.0,66.83333333333333
Heidelberg Heights,u,440000.0,3081.0,281.0,,1970.0,Banyule,-37.7429,145.0519,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,650000.0,3081.0,620.0,85.0,1950.0,Banyule,-37.7377,145.0541,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,890000.0,3081.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,650000.0,3081.0,582.0,90.0,1955.0,Banyule,-37.7422,145.05,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,659500.0,3081.0,608.0,,,Banyule,-37.7361,145.0551,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,725000.0,3081.0,580.0,,,Banyule,-37.738,145.0563,3081.0,36.0,66.83333333333333
Heidelberg Heights,u,605000.0,3081.0,166.0,87.0,2008.0,Banyule,-37.7416,145.0567,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,770000.0,3081.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,950000.0,3081.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,856000.0,3081.0,722.0,208.0,1975.0,Banyule,-37.7477,145.0565,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,600000.0,3081.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,3081.0,36.0,66.83333333333333
Heidelberg Heights,u,450000.0,3081.0,0.0,82.0,,Banyule,-37.7359,145.0563,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1060000.0,3081.0,837.0,,,Banyule,-37.7389,145.053,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,850000.0,3081.0,590.0,,,Banyule,-37.7483,145.0479,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,510000.0,3081.0,244.0,,,Banyule,-37.7421,145.0491,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1100000.0,3081.0,613.0,,1925.0,Banyule,-37.7532,145.0554,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,915000.0,3081.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,3081.0,36.0,66.83333333333333
Heidelberg Heights,u,400000.0,3081.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,526000.0,3081.0,310.0,,1994.0,Banyule,-37.7389,145.0486,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,570000.0,3081.0,428.0,,,Banyule,-37.7355,145.0573,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,550000.0,3081.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,510000.0,3081.0,174.0,,,Banyule,-37.7433,145.0545,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,590000.0,3081.0,586.0,80.0,1955.0,Banyule,-37.7435,145.0486,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,920000.0,3081.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,460000.0,3081.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,662500.0,3081.0,552.0,,,Banyule,-37.7379,145.0514,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,1000500.0,3081.0,592.0,191.0,1950.0,Banyule,-37.7478,145.0477,3081.0,36.0,66.83333333333333
Heidelberg Heights,h,631000.0,3081.0,596.0,99.0,1960.0,Banyule,-37.7432,145.0479,3081.0,36.0,66.83333333333333
Heidelberg West,h,765000.0,3081.0,415.0,,,Banyule,-37.7354,145.0381,3081.0,36.0,66.83333333333333
Heidelberg West,h,691000.0,3081.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,3081.0,36.0,66.83333333333333
Heidelberg West,h,560000.0,3081.0,523.0,87.0,1960.0,Banyule,-37.7369,145.0376,3081.0,36.0,66.83333333333333
Heidelberg West,h,735000.0,3081.0,602.0,,,Banyule,-37.7455,145.0452,3081.0,36.0,66.83333333333333
Heidelberg West,h,830000.0,3081.0,643.0,,,Banyule,-37.737,145.0364,3081.0,36.0,66.83333333333333
Heidelberg West,h,330000.0,3081.0,468.0,,,Banyule,-37.7357,145.0413,3081.0,36.0,66.83333333333333
Heidelberg West,h,405000.0,3081.0,374.0,,,Banyule,-37.7359,145.03799999999995,3081.0,36.0,66.83333333333333
Heidelberg West,t,370000.0,3081.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,3081.0,36.0,66.83333333333333
Heidelberg West,h,532000.0,3081.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,3081.0,36.0,66.83333333333333
Heidelberg West,h,740000.0,3081.0,627.0,,1960.0,Banyule,-37.747,145.0402,3081.0,36.0,66.83333333333333
Heidelberg West,h,686000.0,3081.0,650.0,,,Banyule,-37.7446,145.0404,3081.0,36.0,66.83333333333333
Heidelberg West,h,501500.0,3081.0,538.0,,,Banyule,-37.7405,145.0365,3081.0,36.0,66.83333333333333
Heidelberg West,h,525500.0,3081.0,605.0,,,Banyule,-37.7344,145.0404,3081.0,36.0,66.83333333333333
Heidelberg West,h,525000.0,3081.0,192.0,,1970.0,Banyule,-37.7409,145.0398,3081.0,36.0,66.83333333333333
Heidelberg West,h,710000.0,3081.0,594.0,107.0,,Banyule,-37.7385,145.0409,3081.0,36.0,66.83333333333333
Heidelberg West,h,808000.0,3081.0,649.0,,,Banyule,-37.7386,145.0441,3081.0,36.0,66.83333333333333
Heidelberg West,h,652000.0,3081.0,589.0,,,Banyule,-37.7356,145.0448,3081.0,36.0,66.83333333333333
Heidelberg West,h,515500.0,3081.0,331.0,111.0,1960.0,Banyule,-37.7441,145.0379,3081.0,36.0,66.83333333333333
Heidelberg West,h,800000.0,3081.0,633.0,88.0,1950.0,Banyule,-37.746,145.0422,3081.0,36.0,66.83333333333333
Heidelberg West,h,450000.0,3081.0,418.0,,1960.0,Banyule,-37.7392,145.0425,3081.0,36.0,66.83333333333333
Heidelberg West,h,605000.0,3081.0,0.0,,,Banyule,-37.7391,145.0427,3081.0,36.0,66.83333333333333
Heidelberg West,h,620000.0,3081.0,668.0,88.0,1950.0,Banyule,-37.7389,145.0393,3081.0,36.0,66.83333333333333
Heidelberg West,h,497500.0,3081.0,708.0,,,Banyule,-37.7443,145.0454,3081.0,36.0,66.83333333333333
Heidelberg West,u,360000.0,3081.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,3081.0,36.0,66.83333333333333
Heidelberg West,h,440500.0,3081.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,3081.0,36.0,66.83333333333333
Heidelberg West,h,758000.0,3081.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,3081.0,36.0,66.83333333333333
Heidelberg West,h,690500.0,3081.0,605.0,,,Banyule,-37.7386,145.0447,3081.0,36.0,66.83333333333333
Heidelberg West,h,752000.0,3081.0,627.0,,,Banyule,-37.7469,145.0399,3081.0,36.0,66.83333333333333
Heidelberg West,h,777000.0,3081.0,649.0,,,Banyule,-37.7443,145.0452,3081.0,36.0,66.83333333333333
Heidelberg West,h,680000.0,3081.0,591.0,,,Banyule,-37.7385,145.0387,3081.0,36.0,66.83333333333333
Heidelberg West,h,480000.0,3081.0,338.0,13.0,1980.0,Banyule,-37.739,145.0481,3081.0,36.0,66.83333333333333
Heidelberg West,h,715000.0,3081.0,521.0,196.0,1990.0,Banyule,-37.738,145.0374,3081.0,36.0,66.83333333333333
Heidelberg West,h,520000.0,3081.0,594.0,,,Banyule,-37.7471,145.0427,3081.0,36.0,66.83333333333333
Heidelberg West,h,646250.0,3081.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,3081.0,36.0,66.83333333333333
Heidelberg West,h,1375000.0,3081.0,368.0,106.0,1960.0,Banyule,-37.7344,145.04399999999995,3081.0,36.0,66.83333333333333
Heidelberg West,h,722000.0,3081.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,3081.0,36.0,66.83333333333333
Heidelberg West,h,715000.0,3081.0,609.0,,,Banyule,-37.7415,145.0391,3081.0,36.0,66.83333333333333
Heidelberg West,h,636000.0,3081.0,588.0,,,Banyule,-37.7454,145.0397,3081.0,36.0,66.83333333333333
Heidelberg West,h,590000.0,3081.0,586.0,,,Banyule,-37.7418,145.0464,3081.0,36.0,66.83333333333333
Heidelberg West,h,820000.0,3081.0,608.0,,,Banyule,-37.7437,145.0402,3081.0,36.0,66.83333333333333
Heidelberg West,h,725000.0,3081.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,3081.0,36.0,66.83333333333333
Heidelberg West,h,705000.0,3081.0,583.0,,,Banyule,-37.7352,145.0449,3081.0,36.0,66.83333333333333
Heidelberg West,h,710000.0,3081.0,1.0,,,Banyule,-37.7411,145.0394,3081.0,36.0,66.83333333333333
Heidelberg West,h,415000.0,3081.0,422.0,,,Banyule,-37.7343,145.04399999999995,3081.0,36.0,66.83333333333333
Heidelberg West,h,392000.0,3081.0,372.0,,,Banyule,-37.7383,145.0414,3081.0,36.0,66.83333333333333
Heidelberg West,h,961000.0,3081.0,1179.0,,,Banyule,-37.7411,145.0468,3081.0,36.0,66.83333333333333
Heidelberg West,h,507000.0,3081.0,536.0,,,Banyule,-37.7403,145.0365,3081.0,36.0,66.83333333333333
Heidelberg West,h,465000.0,3081.0,413.0,85.0,1960.0,Banyule,-37.7399,145.0369,3081.0,36.0,66.83333333333333
Heidelberg West,h,675000.0,3081.0,665.0,,,Banyule,-37.739,145.0451,3081.0,36.0,66.83333333333333
Hughesdale,h,1550000.0,3166.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,3166.0,66.0,80.84848484848484
Hughesdale,u,516000.0,3166.0,0.0,76.0,1970.0,Monash,-37.8967,145.0858,3166.0,66.0,80.84848484848484
Hughesdale,h,1340000.0,3166.0,705.0,128.0,1920.0,Monash,-37.8994,145.0816,3166.0,66.0,80.84848484848484
Hughesdale,u,855000.0,3166.0,0.0,,,Monash,-37.8909,145.0807,3166.0,66.0,80.84848484848484
Hughesdale,h,1316000.0,3166.0,715.0,126.0,1949.0,Monash,-37.9072,145.0762,3166.0,66.0,80.84848484848484
Hughesdale,t,828000.0,3166.0,206.0,118.0,2002.0,Monash,-37.8966,145.0863,3166.0,66.0,80.84848484848484
Hughesdale,h,1055000.0,3166.0,562.0,97.0,1930.0,Monash,-37.9022,145.0811,3166.0,66.0,80.84848484848484
Hughesdale,u,623000.0,3166.0,101.0,90.0,1970.0,Monash,-37.8988,145.0781,3166.0,66.0,80.84848484848484
Hughesdale,h,2120000.0,3166.0,847.0,,1925.0,Monash,-37.8927,145.0781,3166.0,66.0,80.84848484848484
Hughesdale,h,1745000.0,3166.0,547.0,185.0,1925.0,Monash,-37.9002,145.0768,3166.0,66.0,80.84848484848484
Hughesdale,h,1700000.0,3166.0,545.0,180.0,1940.0,Monash,-37.9002,145.0773,3166.0,66.0,80.84848484848484
Hughesdale,u,420000.0,3166.0,0.0,70.0,2010.0,Monash,-37.9008,145.0859,3166.0,66.0,80.84848484848484
Hughesdale,u,375500.0,3166.0,0.0,,1970.0,Monash,-37.8934,145.0853,3166.0,66.0,80.84848484848484
Hughesdale,h,1350000.0,3166.0,698.0,,,Monash,-37.8982,145.0806,3166.0,66.0,80.84848484848484
Hughesdale,h,900000.0,3166.0,369.0,,,Monash,-37.9054,145.0857,3166.0,66.0,80.84848484848484
Hughesdale,h,1262000.0,3166.0,546.0,,,Monash,-37.9003,145.0777,3166.0,66.0,80.84848484848484
Hughesdale,h,1337000.0,3166.0,696.0,100.0,1930.0,Monash,-37.8991,145.0804,3166.0,66.0,80.84848484848484
Hughesdale,u,455000.0,3166.0,0.0,60.0,1960.0,Monash,-37.8942,145.0867,3166.0,66.0,80.84848484848484
Hughesdale,u,400000.0,3166.0,100.0,88.0,1975.0,Monash,-37.8945,145.0876,3166.0,66.0,80.84848484848484
Hughesdale,u,648000.0,3166.0,0.0,,,Monash,-37.9014,145.0824,3166.0,66.0,80.84848484848484
Hughesdale,h,1210000.0,3166.0,730.0,122.0,1940.0,Monash,-37.9034,145.0796,3166.0,66.0,80.84848484848484
Hughesdale,h,1167500.0,3166.0,678.0,184.0,1950.0,Monash,-37.898,145.0815,3166.0,66.0,80.84848484848484
Hughesdale,t,900000.0,3166.0,360.0,154.0,1975.0,Monash,-37.8937,145.0779,3166.0,66.0,80.84848484848484
Hughesdale,h,1322000.0,3166.0,738.0,,,Monash,-37.8996,145.076,3166.0,66.0,80.84848484848484
Hughesdale,h,677500.0,3166.0,575.0,83.0,1950.0,Monash,-37.9084,145.0775,3166.0,66.0,80.84848484848484
Ivanhoe,u,480000.0,3079.0,0.0,,,Banyule,-37.77,145.0472,3079.0,37.0,91.02702702702703
Ivanhoe,u,430000.0,3079.0,0.0,,1970.0,Banyule,-37.7662,145.0516,3079.0,37.0,91.02702702702703
Ivanhoe,u,460000.0,3079.0,75.0,,1970.0,Banyule,-37.7759,145.043,3079.0,37.0,91.02702702702703
Ivanhoe,h,1601000.0,3079.0,610.0,,,Banyule,-37.7662,145.04,3079.0,37.0,91.02702702702703
Ivanhoe,h,,3079.0,925.0,208.0,1925.0,Banyule,-37.7652,145.041,3079.0,37.0,91.02702702702703
Ivanhoe,h,1680000.0,3079.0,665.0,,,Banyule,-37.7714,145.0455,3079.0,37.0,91.02702702702703
Ivanhoe,u,440000.0,3079.0,0.0,,1960.0,Banyule,-37.7711,145.047,3079.0,37.0,91.02702702702703
Ivanhoe,h,,3079.0,638.0,,,Banyule,-37.7641,145.0501,3079.0,37.0,91.02702702702703
Ivanhoe,t,962000.0,3079.0,108.0,,,Banyule,-37.7668,145.0434,3079.0,37.0,91.02702702702703
Ivanhoe,h,981000.0,3079.0,626.0,,2016.0,Banyule,-37.76,145.0326,3079.0,37.0,91.02702702702703
Ivanhoe,h,,3079.0,1252.0,201.0,1920.0,Banyule,-37.7727,145.0484,3079.0,37.0,91.02702702702703
Ivanhoe,t,890000.0,3079.0,249.0,140.0,2005.0,Banyule,-37.766,145.0345,3079.0,37.0,91.02702702702703
Ivanhoe,u,490000.0,3079.0,0.0,,1960.0,Banyule,-37.7669,145.0505,3079.0,37.0,91.02702702702703
Ivanhoe,u,739000.0,3079.0,648.0,91.0,1965.0,Banyule,-37.7702,145.0493,3079.0,37.0,91.02702702702703
Ivanhoe,h,1340000.0,3079.0,571.0,,,Banyule,-37.7614,145.0433,3079.0,37.0,91.02702702702703
Ivanhoe,h,785000.0,3079.0,399.0,110.0,1950.0,Banyule,-37.7551,145.05,3079.0,37.0,91.02702702702703
Ivanhoe,h,1155000.0,3079.0,537.0,170.0,1945.0,Banyule,-37.7773,145.0379,3079.0,37.0,91.02702702702703
Ivanhoe,h,1300000.0,3079.0,586.0,,,Banyule,-37.7726,145.0396,3079.0,37.0,91.02702702702703
Ivanhoe,h,1020000.0,3079.0,557.0,78.0,1955.0,Banyule,-37.7568,145.0355,3079.0,37.0,91.02702702702703
Ivanhoe,h,1796000.0,3079.0,614.0,,,Banyule,-37.7768,145.0409,3079.0,37.0,91.02702702702703
Ivanhoe,h,790000.0,3079.0,221.0,,,Banyule,-37.7654,145.036,3079.0,37.0,91.02702702702703
Ivanhoe,h,1465000.0,3079.0,630.0,126.0,1960.0,Banyule,-37.7635,145.039,3079.0,37.0,91.02702702702703
Ivanhoe,t,855000.0,3079.0,0.0,130.0,1980.0,Banyule,-37.765,145.0422,3079.0,37.0,91.02702702702703
Ivanhoe,u,705000.0,3079.0,94.0,,,Banyule,-37.7679,145.0452,3079.0,37.0,91.02702702702703
Ivanhoe,u,504000.0,3079.0,0.0,,,Banyule,-37.7712,145.0455,3079.0,37.0,91.02702702702703
Ivanhoe,u,413000.0,3079.0,845.0,59.0,1960.0,Banyule,-37.7591,145.0501,3079.0,37.0,91.02702702702703
Ivanhoe,t,1010000.0,3079.0,314.0,,2003.0,Banyule,-37.7554,145.0516,3079.0,37.0,91.02702702702703
Ivanhoe,h,1220000.0,3079.0,687.0,110.0,1975.0,Banyule,-37.7634,145.0361,3079.0,37.0,91.02702702702703
Ivanhoe,h,1605000.0,3079.0,608.0,165.0,1920.0,Banyule,-37.7702,145.0398,3079.0,37.0,91.02702702702703
Ivanhoe,u,587000.0,3079.0,721.0,78.0,1960.0,Banyule,-37.7634,145.0406,3079.0,37.0,91.02702702702703
Ivanhoe,u,475000.0,3079.0,0.0,,1960.0,Banyule,-37.7707,145.0471,3079.0,37.0,91.02702702702703
Ivanhoe,h,1075000.0,3079.0,677.0,,1950.0,Banyule,-37.7616,145.0322,3079.0,37.0,91.02702702702703
Ivanhoe,u,465000.0,3079.0,795.0,,1970.0,Banyule,-37.7744,145.0415,3079.0,37.0,91.02702702702703
Ivanhoe,t,610000.0,3079.0,277.0,,,Banyule,-37.7577,145.0358,3079.0,37.0,91.02702702702703
Ivanhoe,u,690000.0,3079.0,103.0,83.0,,Banyule,-37.7671,145.0408,3079.0,37.0,91.02702702702703
Ivanhoe,h,1535000.0,3079.0,691.0,140.0,1950.0,Banyule,-37.7674,145.0392,3079.0,37.0,91.02702702702703
Ivanhoe,h,1470000.0,3079.0,694.0,217.0,1950.0,Banyule,-37.7565,145.0506,3079.0,37.0,91.02702702702703
Ivanhoe,h,1486000.0,3079.0,645.0,158.0,1930.0,Banyule,-37.7634,145.0439,3079.0,37.0,91.02702702702703
Ivanhoe,u,420000.0,3079.0,55.0,,1970.0,Banyule,-37.7772,145.0414,3079.0,37.0,91.02702702702703
Ivanhoe,t,750000.0,3079.0,110.0,,1990.0,Banyule,-37.765,145.0407,3079.0,37.0,91.02702702702703
Ivanhoe,u,460000.0,3079.0,0.0,,,Banyule,-37.7662,145.0516,3079.0,37.0,91.02702702702703
Ivanhoe,h,1615000.0,3079.0,758.0,,,Banyule,-37.7668,145.03799999999995,3079.0,37.0,91.02702702702703
Ivanhoe,h,1730000.0,3079.0,689.0,,2007.0,Banyule,-37.7591,145.04,3079.0,37.0,91.02702702702703
Ivanhoe,t,779000.0,3079.0,152.0,,1970.0,Banyule,-37.7635,145.0464,3079.0,37.0,91.02702702702703
